"","name","check","compiler.compiler","compiler.sunflow","compress","crypto.aes","crypto.rsa","crypto.signverify","derby","mpegaudio","scimark.fft.large","scimark.fft.small","scimark.lu.large","scimark.lu.small","scimark.monte_carlo","scimark.sor.large","scimark.sor.small","scimark.sparse.large","scimark.sparse.small","serial","starrtup.crypto.signverify","startup.compiler.compiler","startup.compiler.sunflow","startup.compress","startup.crypto.aes","startup.crypto.rsa","startup.helloworld","startup.mpegaudio","startup.scimark.fft","startup.scimark.lu","startup.scimark.monte_carlo","startup.scimark.sor","startup.scimark.sparse","startup.serial","startup.sunflow","startup.xml.transform","startup.xml.validation","sunflow","xml.transform","xml.validation"
"KRC021","KRC021",7,26,17,27,18,23,21,23,24,30,22,31,28,23,32,27,29,25,25,7,27,25,26,7,21,24,36,28,33,27,24,24,17,8,23,38,11,35,36
"KRC022","KRC022",14,32,22,43,12,18,16,15,13,36,16,26,38,20,24,20,21,28,32,8,5,10,10,33,32,27,4,7,10,5,12,41,6,14,8,37,24,5,10
"KRC023","KRC023",47,24,13,38,42,35,29,44,46,29,34,37,48,17,36,24,25,21,31,19,18,41,47,14,40,14,44,33,31,41,40,43,34,33,40,25,36,31,31
"KRC024","KRC024",3,3,6,5,2,6,5,2,2,8,2,3,2,9,7,1,2,2,1,31,10,9,37,8,23,3,16,27,20,26,40,37,15,6,41,5,21,39,22
"KRC025","KRC025",31,27,18,39,43,36,43,25,23,22,14,13,23,31,18,30,10,32,47,40,38,27,23,17,9,38,18,15,26,19,17,34,16,15,30,10,45,29,27
"KRC026","KRC026",14,8,16,11,16,16,14,10,10,20,26,17,24,25,26,26,30,34,29,41,24,24,10,22,28,16,13,7,4,9,4,10,8,22,6,27,34,9,11
"KRC027","KRC027",6,23,26,24,23,25,34,22,17,2,7,5,3,4,6,7,15,3,2,16,28,29,29,37,41,11,32,29,29,40,37,32,28,12,23,44,5,10,5
"KRC028","KRC028",36,36,30,19,38,30,37,27,20,27,32,38,31,30,44,32,35,30,46,24,23,18,15,29,35,27,10,13,14,13,13,28,13,29,19,33,29,46,45
"KRC029","KRC029",29,35,36,29,44,44,40,38,30,42,19,40,17,18,40,12,20,12,24,17,25,19,35,15,26,23,24,38,30,43,16,17,39,35,28,23,37,11,16
"KRC030","KRC030",43,12,40,17,39,11,24,28,11,6,11,19,11,24,12,11,11,35,33,13,40,22,25,40,39,25,34,24,20,20,19,28,21,43,31,36,28,42,29
"KRC031","KRC031",1,5,5,7,7,1,6,4,3,1,8,6,16,11,3,4,3,8,7,4,2,2,3,5,31,1,1,3,4,2,2,3,2,2,1,1,3,3,1
"KRC032","KRC032",3,4,9,3,4,2,7,6,5,11,13,1,6,2,5,6,5,7,15,3,7,3,5,2,4,3,2,3,1,7,4,5,2,4,3,1,2,4,3
"KRC033","KRC033",14,6,1,4,5,3,3,1,4,4,3,7,10,13,8,10,7,6,18,32,8,35,18,27,37,13,34,19,27,33,39,38,21,34,20,17,9,15,13
"KRC035","KRC035",41,15,27,10,11,14,11,7,6,9,17,8,18,6,17,38,14,36,22,45,44,44,6,44,13,48,26,24,23,18,10,9,47,48,46,46,20,25,30
"KRC036","KRC036",14,43,41,26,20,21,13,26,12,12,46,24,34,48,22,19,8,11,6,32,26,16,10,20,29,27,7,7,8,10,7,5,8,18,13,21,32,20,19
"KRC037","KRC037",36,2,2,6,8,5,9,3,14,3,44,10,4,8,2,8,4,4,4,27,21,4,10,11,23,31,4,7,8,4,14,15,5,18,10,8,14,26,2
"KRC038","KRC038",21,42,32,35,48,43,44,46,45,47,45,47,47,10,48,47,45,38,5,24,22,11,16,1,6,6,7,11,17,13,14,15,25,5,9,20,40,21,20
"KRC040","KRC040",14,37,47,44,46,40,12,21,41,43,15,48,37,32,43,34,33,33,43,34,20,17,7,27,3,8,29,20,37,11,10,7,10,26,26,21,42,44,38
"KRC041","KRC041",33,20,21,36,14,15,17,32,16,26,10,15,19,15,16,18,18,19,23,29,34,14,19,25,19,41,15,33,15,22,31,20,17,21,16,17,17,32,18
"KRC042","KRC042",14,11,15,15,31,47,26,39,18,13,48,9,44,45,25,42,17,45,28,48,48,43,41,43,48,22,31,30,31,29,31,30,21,26,47,42,41,41,39
"KRC043","KRC043",29,30,44,33,35,38,32,36,27,31,6,21,9,5,14,44,19,10,9,38,41,36,27,8,25,7,20,31,12,16,18,18,38,42,48,41,8,18,4
"KRC044","KRC044",26,25,25,34,32,29,38,41,25,28,24,45,33,22,47,21,31,16,12,11,30,32,43,30,34,33,21,21,34,34,34,35,30,41,36,28,23,48,32
"KRC045","KRC045",14,18,10,20,17,22,23,24,19,41,21,41,14,19,41,22,22,17,16,12,14,23,22,19,42,19,30,35,18,38,35,25,23,40,15,17,31,40,35
"KRC046","KRC046",24,40,31,31,34,45,31,29,40,44,23,29,41,43,38,45,28,39,45,9,39,26,39,18,10,16,42,40,43,45,45,44,35,10,32,29,46,24,40
"KRC047","KRC047",26,39,43,40,45,46,47,45,48,46,37,42,21,28,34,25,44,29,26,30,3,12,36,24,18,39,37,42,28,35,42,41,28,24,22,26,16,30,47
"KRC048","KRC048",14,47,45,41,33,12,19,12,26,45,35,39,26,38,11,16,12,24,34,27,33,21,20,45,30,9,40,43,46,42,44,40,43,39,34,35,44,43,42
"KRC049","KRC049",21,38,38,46,47,39,46,33,44,7,36,46,40,44,27,43,41,46,48,2,15,28,31,34,12,36,25,18,16,30,20,20,19,11,14,11,47,47,46
"KRC050","KRC050",46,28,42,42,19,19,45,31,21,33,40,30,45,36,29,37,38,41,36,43,47,46,33,46,27,44,38,33,36,32,27,30,31,32,27,31,43,17,26
"KRC051","KRC051",32,31,34,21,24,41,41,43,31,40,41,34,43,40,37,41,36,42,41,19,17,20,31,16,14,18,12,15,41,24,27,25,31,17,18,43,30,38,43
"KRC053","KRC053",34,44,23,23,41,37,18,34,22,32,25,32,22,39,31,35,32,43,42,35,31,31,40,32,33,43,48,41,40,46,38,39,44,38,25,24,38,22,44
"KRC054","KRC054",14,1,3,1,3,8,4,5,1,10,5,4,5,1,1,2,1,5,11,10,9,6,3,11,16,34,10,3,1,1,2,1,4,9,5,14,4,6,12
