"","name","check","compiler.compiler","compiler.sunflow","compress","crypto.aes","crypto.rsa","crypto.signverify","derby","mpegaudio","scimark.fft.large","scimark.fft.small","scimark.lu.large","scimark.lu.small","scimark.monte_carlo","scimark.sor.large","scimark.sor.small","scimark.sparse.large","scimark.sparse.small","serial","starrtup.crypto.signverify","startup.compiler.compiler","startup.compiler.sunflow","startup.compress","startup.crypto.aes","startup.crypto.rsa","startup.helloworld","startup.mpegaudio","startup.scimark.fft","startup.scimark.lu","startup.scimark.monte_carlo","startup.scimark.sor","startup.scimark.sparse","startup.serial","startup.sunflow","startup.xml.transform","startup.xml.validation","sunflow","xml.transform","xml.validation"
"NIDD32","NIDD32",21,34,34,33,34,32,35,35,34,36,34,34,35,35,33,36,34,34,34,28,28,31,35,35,12,24,33,35,34,34,33,34,33,34,36,32,36,35,33
"NIDD34","NIDD34",21,36,35,35,35,35,34,36,33,33,35,36,36,36,35,34,36,36,33,33,29,29,35,34,24,24,34,35,34,35,35,33,33,33,34,35,35,36,36
"NIDD35","NIDD35",32,12,12,20,12,14,14,12,15,1,14,1,14,26,11,20,1,20,14,30,33,34,24,28,35,30,27,16,27,27,26,19,28,26,15,15,16,19,17
"NIDD42","NIDD42",4,1,1,5,4,1,3,1,2,3,1,4,2,3,2,5,4,1,1,3,2,2,2,1,2,1,3,1,3,1,2,1,1,5,3,1,3,1,2
"NIDD43","NIDD43",4,5,4,1,1,6,2,4,3,2,4,2,6,2,3,1,3,6,3,2,3,6,5,2,4,1,5,8,3,3,5,4,3,1,7,3,4,6,4
"NIDD44","NIDD44",4,3,2,3,5,2,6,3,5,6,2,3,1,1,1,3,2,2,4,4,8,4,2,2,5,9,1,2,3,7,5,4,1,5,6,3,1,3,3
"NIDD46","NIDD46",12,9,10,10,9,9,8,11,7,10,9,10,9,8,9,9,10,9,8,11,4,7,6,7,7,9,7,8,8,8,8,9,7,3,4,6,7,5,8
"NIDD63","NIDD63",21,21,24,17,18,15,13,20,23,16,20,16,16,24,21,14,17,23,29,21,31,16,24,22,31,19,17,23,24,22,20,25,20,20,19,22,21,29,20
"NIDD64","NIDD64",4,16,20,15,15,20,22,17,16,13,16,19,17,20,16,19,18,13,13,16,25,11,17,12,13,16,14,16,16,19,14,19,15,15,16,8,15,14,18
"NIDD66","NIDD66",4,7,8,4,3,4,5,2,1,8,7,7,8,6,6,7,7,3,5,1,5,8,8,5,6,9,1,5,3,6,2,4,4,2,5,7,8,9,6
"NIDD67","NIDD67",12,4,9,2,6,8,4,5,6,4,3,5,5,4,4,6,5,4,2,6,6,5,9,6,1,9,5,4,3,4,5,4,5,7,8,3,6,7,7
"NIDD70","NIDD70",21,27,25,19,25,19,17,27,21,24,23,24,15,18,17,18,22,17,26,18,27,17,17,14,19,9,12,16,24,22,14,19,20,13,13,11,18,28,24
"NIDD73","NIDD73",21,22,23,18,21,25,24,26,24,22,26,26,27,19,22,26,25,29,25,12,22,15,24,20,25,9,22,23,24,27,20,25,15,20,24,11,14,23,26
"NIDD74","NIDD74",36,30,30,30,29,29,29,29,25,30,29,22,30,27,29,27,28,24,27,35,24,33,29,32,30,32,29,26,29,29,28,29,29,31,31,36,27,16,21
"NIDD85","NIDD85",21,17,15,27,26,17,21,23,17,21,17,21,20,16,19,17,24,16,15,14,21,12,24,24,27,24,17,16,27,19,28,12,15,13,27,15,25,21,28
"NIDD88","NIDD88",12,31,31,31,31,31,31,32,31,25,31,12,31,31,30,31,13,31,32,36,16,27,31,30,34,3,30,30,30,31,30,31,31,30,32,28,31,31,31
"NIDD89","NIDD89",12,24,21,13,16,18,16,13,13,18,22,14,12,22,14,13,16,12,21,22,13,13,14,22,14,19,14,16,16,14,14,14,20,17,25,15,19,24,16
"NIDD90","NIDD90",12,19,14,14,19,12,18,19,18,17,12,17,22,17,15,15,19,18,17,15,15,21,12,20,22,27,22,16,16,19,20,19,26,22,21,19,23,12,30
"NIDD91","NIDD91",4,28,26,24,14,21,28,28,29,27,28,29,29,25,24,30,31,28,16,24,20,23,24,12,20,19,14,23,16,17,26,14,20,27,14,15,29,27,23
"NIDD96","NIDD96",29,14,18,12,17,13,12,15,14,23,19,15,13,12,13,16,15,30,23,10,32,26,24,26,16,28,25,8,24,14,14,25,23,25,17,22,24,22,11
