"","name","check","compiler.compiler","compiler.sunflow","compress","crypto.aes","crypto.rsa","crypto.signverify","derby","mpegaudio","scimark.fft.large","scimark.fft.small","scimark.lu.large","scimark.lu.small","scimark.monte_carlo","scimark.sor.large","scimark.sor.small","scimark.sparse.large","scimark.sparse.small","serial","starrtup.crypto.signverify","startup.compiler.compiler","startup.compiler.sunflow","startup.compress","startup.crypto.aes","startup.crypto.rsa","startup.helloworld","startup.mpegaudio","startup.scimark.fft","startup.scimark.lu","startup.scimark.monte_carlo","startup.scimark.sor","startup.scimark.sparse","startup.serial","startup.sunflow","startup.xml.transform","startup.xml.validation","sunflow","xml.transform","xml.validation"
"RIDLEY2B007","RIDLEY2B007",14,20,21,18,16,20,23,19,23,15,20,15,24,19,16,16,21,19,21,25,21,18,20,19,23,3,8,15,21,20,16,17,9,23,13,13,17,24,15
"RIDLEY2B008","RIDLEY2B008",14,16,15,16,13,18,13,14,18,19,23,12,14,22,11,21,22,13,23,17,8,6,6,17,12,11,8,23,7,16,20,20,16,16,15,6,23,14,18
"RIDLEY2B009","RIDLEY2B009",14,19,17,23,20,21,22,18,21,22,14,30,19,21,24,22,24,21,18,22,17,20,19,12,14,24,24,21,19,24,19,24,24,17,22,20,22,18,21
"RIDLEY2B010","RIDLEY2B010",14,14,16,24,19,24,16,23,13,14,22,16,15,14,12,18,17,14,17,15,15,15,10,15,20,24,17,5,7,17,23,22,23,22,21,22,20,13,17
"RIDLEY2B011","RIDLEY2B011",1,2,1,9,6,6,10,3,7,3,3,11,7,9,9,12,1,4,8,10,14,20,24,5,6,3,4,5,3,2,1,4,5,4,8,13,4,5,9
"RIDLEY2B012","RIDLEY2B012",14,11,13,17,25,15,18,16,15,9,18,18,21,23,14,17,19,15,20,6,12,15,10,12,17,21,14,23,22,10,14,11,19,15,6,13,19,22,14
"RIDLEY2B015","RIDLEY2B015",14,9,3,8,9,7,8,12,5,8,7,5,6,8,5,9,2,7,5,9,13,17,3,10,4,21,1,15,19,7,8,8,3,11,9,13,8,15,12
"RIDLEY2B016","RIDLEY2B016",14,10,14,4,5,10,5,7,4,18,9,7,5,4,1,7,8,1,13,7,5,9,3,18,22,18,14,5,3,9,5,4,6,12,19,10,13,12,3
"RIDLEY2B017","RIDLEY2B017",14,21,19,20,17,19,17,22,14,16,24,19,23,18,22,23,23,25,15,24,6,8,14,22,8,8,11,5,13,18,23,25,22,21,23,20,21,23,24
"RIDLEY2B018","RIDLEY2B018",14,13,20,15,21,25,21,15,17,17,16,20,16,16,17,15,13,16,16,7,19,15,17,15,10,14,14,15,13,14,11,14,13,18,20,17,25,19,20
"RIDLEY2B020","RIDLEY2B020",14,15,8,19,8,9,3,9,3,12,10,3,8,10,21,11,11,12,12,13,8,9,15,7,17,8,5,5,9,12,11,8,9,20,14,6,11,10,10
"RIDLEY2B021","RIDLEY2B021",14,7,5,5,7,4,9,6,8,5,13,10,10,7,10,10,12,11,11,5,15,3,3,9,10,8,8,5,9,1,5,11,7,6,4,3,5,6,5
"RIDLEY2B023","RIDLEY2B023",25,25,25,14,12,12,12,11,20,21,5,4,1,3,19,2,3,8,4,19,25,25,25,24,19,13,25,25,24,25,25,23,25,24,16,19,7,1,2
"RIDLEY2B024","RIDLEY2B024",14,5,12,6,4,11,7,10,9,10,8,9,11,13,3,13,16,5,10,21,18,13,3,10,17,18,8,5,3,15,21,14,15,6,12,13,12,11,13
"RIDLEY2B025","RIDLEY2B025",14,3,7,2,2,8,6,4,6,4,12,8,4,11,4,5,6,2,7,14,7,5,10,15,8,24,8,10,13,4,5,4,13,8,7,6,9,9,11
"RIDLEY2B026","RIDLEY2B026",14,18,6,11,15,16,14,13,16,7,17,17,17,15,23,19,14,20,24,16,11,7,10,19,24,11,14,12,13,6,11,8,17,12,10,8,15,16,22
"RIDLEY2B027","RIDLEY2B027",4,24,22,22,24,22,25,25,25,25,1,29,13,5,7,6,7,22,9,2,22,22,18,4,4,15,22,19,18,21,15,16,20,2,24,23,2,4,8
"RIDLEY2B028","RIDLEY2B028",14,23,24,12,23,13,15,21,12,23,15,22,20,20,18,14,18,23,19,23,24,24,23,22,25,18,23,23,25,22,22,20,18,25,25,25,16,21,16
"RIDLEY2B030","RIDLEY2B030",14,8,4,3,3,1,2,5,10,1,11,6,12,2,2,4,15,3,3,11,3,3,10,5,13,1,18,5,3,12,5,4,3,14,2,3,6,8,4
