"","name","check","compiler.compiler","compiler.sunflow","compress","crypto.aes","crypto.rsa","crypto.signverify","derby","mpegaudio","scimark.fft.large","scimark.fft.small","scimark.lu.large","scimark.lu.small","scimark.monte_carlo","scimark.sor.large","scimark.sor.small","scimark.sparse.large","scimark.sparse.small","serial","starrtup.crypto.signverify","startup.compiler.compiler","startup.compiler.sunflow","startup.compress","startup.crypto.aes","startup.crypto.rsa","startup.helloworld","startup.mpegaudio","startup.scimark.fft","startup.scimark.lu","startup.scimark.monte_carlo","startup.scimark.sor","startup.scimark.sparse","startup.serial","startup.sunflow","startup.xml.transform","startup.xml.validation","sunflow","xml.transform","xml.validation"
"HULL111","HULL111",27,32,36,35,32,34,36,41,41,1,41,3,41,34,31,36,3,37,47,38,34,30,36,36,38,39,35,45,34,36,49,47,32,35,37,36,36,33,49
"HULL112","HULL112",27,34,33,40,36,30,43,32,38,2,61,2,47,49,33,37,2,42,63,62,42,41,40,41,61,41,51,54,50,39,42,38,39,41,37,36,44,32,47
"HULL113","HULL113",48,58,35,33,35,39,38,38,37,3,38,5,38,40,34,53,1,56,41,54,46,50,60,60,60,47,61,61,60,58,54,55,53,57,53,57,63,56,66
"HULL117","HULL117",27,35,34,41,33,55,50,52,34,4,52,1,45,53,32,54,4,38,58,64,37,43,58,45,43,44,44,45,50,53,54,47,39,35,43,47,46,49,62
"HULL118","HULL118",70,65,56,60,59,65,59,58,61,67,67,67,62,70,68,66,69,66,62,70,66,69,69,56,46,67,69,66,62,69,63,60,56,69,65,69,42,55,63
"HULL119","HULL119",48,44,53,34,44,36,33,54,33,47,46,40,53,35,39,33,39,51,37,52,40,33,36,49,51,33,32,30,34,49,34,47,36,30,42,36,31,53,34
"HULL120","HULL120",42,41,59,55,50,54,52,45,54,65,48,51,50,66,45,64,61,65,66,56,60,51,62,64,56,33,46,54,39,60,42,38,43,45,35,48,65,63,51
"HULL121","HULL121",42,59,57,54,53,59,47,49,55,46,69,54,65,59,60,68,63,63,67,57,57,37,40,46,53,25,39,28,50,42,51,47,62,37,54,30,68,34,42
"HULL123","HULL123",64,62,69,67,68,56,65,62,62,68,64,66,68,44,64,61,67,70,51,66,68,67,63,70,67,58,70,71,71,70,71,69,68,61,67,70,62,67,55
"HULL126","HULL126",27,53,39,39,41,50,37,47,40,50,49,44,56,33,49,47,48,59,38,49,31,35,36,43,50,33,39,37,42,34,42,33,43,31,48,30,35,50,50
"HULL127","HULL127",62,55,48,48,57,47,55,55,59,55,55,64,51,52,55,40,64,52,35,49,50,62,56,49,48,59,57,54,50,46,54,55,48,55,52,50,52,45,44
"HULL13","HULL13",27,22,23,22,22,21,23,26,23,25,25,31,25,24,23,25,21,24,24,23,24,26,25,25,24,25,25,26,25,25,23,25,23,24,25,24,25,20,25
"HULL131","HULL131",2,2,10,8,9,6,2,6,11,13,5,13,3,5,1,4,8,5,5,6,3,7,11,11,12,6,6,7,18,12,1,2,13,8,4,7,5,8,4
"HULL132","HULL132",5,6,1,11,2,12,13,15,12,21,11,21,14,12,13,14,16,11,3,5,9,9,1,17,19,6,2,7,4,7,6,7,5,16,9,4,3,3,10
"HULL133","HULL133",7,13,17,10,7,14,17,12,17,22,18,22,8,18,19,19,30,20,19,14,23,20,16,2,3,1,15,7,16,17,6,7,10,3,15,14,8,2,18
"HULL134","HULL134",27,12,7,12,11,11,18,19,16,24,15,27,18,17,18,18,33,19,20,17,7,3,19,14,16,15,12,14,21,16,15,19,15,12,12,10,20,18,17
"HULL135","HULL135",9,19,19,19,19,19,19,17,19,15,19,23,19,20,16,17,26,18,18,12,19,21,22,21,21,29,19,17,17,21,18,18,19,14,20,21,18,16,15
"HULL14","HULL14",7,15,15,13,10,13,15,14,15,26,13,26,15,15,15,15,22,17,10,9,10,3,11,1,3,13,9,1,9,11,15,4,1,1,8,3,15,9,11
"HULL140","HULL140",48,46,38,43,51,45,45,39,46,48,50,49,57,54,40,52,50,49,49,51,39,43,36,42,45,33,39,45,34,47,42,47,54,50,32,36,32,42,41
"HULL15","HULL15",7,11,14,7,3,5,5,16,4,11,7,15,5,19,2,13,12,16,7,7,20,18,5,7,3,42,4,16,7,5,11,13,8,7,17,17,4,6,7
"HULL16","HULL16",27,18,18,15,15,18,9,18,14,18,9,24,9,10,17,6,29,7,17,11,18,16,11,13,20,11,10,21,13,14,15,13,15,20,16,14,19,19,12
"HULL17","HULL17",14,5,3,16,17,15,16,4,9,28,10,16,11,7,3,10,11,2,1,8,14,14,3,4,8,42,2,14,4,3,12,13,1,4,7,14,10,10,2
"HULL18","HULL18",14,3,12,9,1,1,11,9,8,10,4,17,6,14,10,3,15,8,15,20,13,7,11,15,18,6,6,7,4,7,6,7,10,18,5,4,7,5,13
"HULL33","HULL33",53,61,60,61,65,60,62,66,58,53,45,63,66,61,62,65,54,61,53,53,51,55,46,54,62,68,62,54,60,55,58,55,60,66,59,56,47,38,64
"HULL35","HULL35",67,31,30,28,27,28,29,30,29,36,26,36,26,26,27,24,31,27,30,24,45,45,27,28,29,57,29,37,28,28,29,29,29,27,30,53,28,26,26
"HULL37","HULL37",65,30,29,29,30,26,27,31,28,37,29,35,30,29,29,29,35,30,31,29,35,48,31,30,28,52,31,49,56,52,37,31,31,59,34,61,54,30,31
"HULL38","HULL38",67,66,65,69,66,68,69,68,68,5,70,6,71,71,69,70,6,71,69,60,65,68,70,69,65,71,68,64,63,65,65,63,64,67,71,68,71,70,71
"HULL41","HULL41",27,33,32,38,34,52,58,60,63,6,62,4,42,56,35,58,5,64,57,40,32,29,46,34,58,33,44,37,50,59,34,55,34,47,63,43,56,48,36
"HULL43","HULL43",27,51,55,37,48,33,53,40,35,58,53,39,34,62,38,34,41,31,32,36,48,31,46,36,44,25,39,45,42,39,34,55,55,41,47,30,39,43,56
"HULL45","HULL45",62,49,64,59,54,42,56,59,60,42,32,58,48,60,63,55,62,48,60,55,62,60,52,55,55,62,52,60,50,50,54,55,58,62,56,63,38,66,67
"HULL47","HULL47",42,48,46,47,47,32,48,56,36,40,33,42,52,51,43,45,49,55,34,45,36,38,46,39,38,33,39,37,34,36,42,38,39,43,40,43,37,41,40
"HULL51","HULL51",42,39,40,49,56,37,51,37,51,60,44,57,37,43,52,43,46,60,46,38,49,42,46,40,32,33,46,45,34,34,54,38,43,44,36,43,41,37,37
"HULL53","HULL53",27,36,44,32,39,31,32,35,30,51,36,37,32,31,36,31,36,35,40,33,44,46,36,35,33,25,39,30,34,32,42,33,32,33,33,36,30,39,39
"HULL55","HULL55",53,64,63,58,60,62,70,34,42,63,35,55,54,58,42,56,44,50,64,63,61,53,68,59,57,64,59,61,57,61,58,55,58,63,61,67,58,44,53
"HULL56","HULL56",53,45,52,53,38,38,39,50,50,61,51,61,46,47,57,63,57,44,61,40,63,57,54,53,40,60,48,45,50,51,34,33,50,50,51,50,51,58,61
"HULL57","HULL57",14,43,41,56,40,51,44,43,52,54,58,48,63,46,56,50,52,58,48,49,56,33,46,52,48,25,35,37,42,39,31,47,50,34,49,36,49,51,58
"HULL61","HULL61",53,47,37,45,52,41,57,46,47,43,56,50,67,64,47,59,51,68,45,45,69,64,46,57,41,63,53,45,50,56,60,55,46,68,58,60,61,52,48
"HULL62","HULL62",57,69,70,70,71,69,66,69,67,69,63,69,69,68,67,67,70,67,68,68,67,70,67,61,59,70,67,63,63,63,70,67,69,54,68,59,59,59,52
"HULL71","HULL71",27,40,45,44,58,61,61,64,56,49,34,53,64,55,58,39,59,53,54,64,59,54,36,47,52,45,60,54,42,54,58,38,43,46,50,50,53,60,46
"HULL73","HULL73",27,50,54,31,37,43,34,42,31,45,43,38,33,32,37,32,37,43,39,58,29,24,32,32,34,25,32,30,34,32,34,38,36,38,24,30,50,65,35
"HULL74","HULL74",59,71,61,63,69,63,67,61,57,41,71,59,58,57,59,60,65,54,52,43,64,66,66,62,64,55,66,69,70,71,69,71,70,53,70,64,60,64,57
"HULL75","HULL75",67,63,66,68,62,58,60,65,64,71,65,68,49,63,71,46,71,40,59,59,70,65,55,63,66,65,56,66,66,62,61,62,61,64,57,65,55,62,59
"HULL77","HULL77",42,52,50,46,61,35,54,36,53,52,31,46,40,37,53,38,45,36,33,31,43,49,46,48,35,53,53,54,50,44,49,38,46,52,46,36,34,36,33
"HULL79","HULL79",58,60,67,62,67,66,64,71,65,39,54,60,60,50,61,44,58,45,71,47,58,59,57,66,54,50,58,54,58,57,62,64,67,65,62,62,70,71,70
"HULL81","HULL81",38,37,42,42,43,46,35,44,39,62,40,41,35,42,51,49,43,32,43,38,30,33,46,43,36,39,48,37,50,44,42,60,52,38,39,27,43,47,54
"HULL82","HULL82",60,57,58,57,55,49,40,51,43,57,42,56,43,38,44,42,47,39,42,69,53,52,64,68,70,69,65,68,68,66,66,68,66,70,66,55,64,46,65
"HULL83","HULL83",67,56,51,50,49,53,46,57,48,64,47,47,61,48,50,51,56,47,50,42,54,56,52,51,48,53,50,37,60,39,42,47,49,50,44,46,45,57,68
"HULL84","HULL84",71,67,62,65,64,67,71,67,69,66,68,65,70,69,66,69,66,69,65,71,71,71,71,71,71,66,71,70,69,64,64,70,71,71,69,71,67,69,69
"HULL85","HULL85",53,70,71,66,70,70,63,63,49,59,59,62,59,65,54,62,60,62,70,67,52,61,61,67,69,61,63,54,65,67,67,65,63,58,64,66,69,61,38
"HULL87","HULL87",53,54,47,51,46,48,49,53,45,56,57,52,39,39,46,48,55,34,55,44,47,58,58,57,62,49,55,37,50,47,42,47,56,60,60,57,48,40,60
"HULL89","HULL89",42,38,49,52,42,44,42,48,44,44,39,45,44,45,48,41,53,46,44,34,38,40,46,38,37,39,35,54,39,44,42,47,35,41,41,43,40,54,45
"HULL96","HULL96",53,68,68,64,63,64,68,70,66,70,66,70,55,41,65,57,68,57,56,61,55,63,65,65,68,51,64,66,67,68,67,66,65,56,55,54,57,68,43
